lat	depth_photon	depth_ri
-7.186986159361e+01	nan	nan
-7.186995170674e+01	nan	nan
-7.187004004469e+01	nan	nan
-7.187013009474e+01	nan	nan
-7.187021782303e+01	nan	nan
-7.187030558072e+01	nan	nan
-7.187039699520e+01	nan	nan
-7.187048742319e+01	nan	nan
-7.187057524786e+01	nan	nan
-7.187066307223e+01	nan	nan
-7.187075091087e+01	nan	nan
-7.187083973777e+01	nan	nan
-7.187093075164e+01	nan	nan
-7.187101721912e+01	nan	nan
-7.187110868338e+01	nan	nan
-7.187119637552e+01	nan	nan
-7.187128410312e+01	nan	nan
-7.187137211848e+01	nan	nan
-7.187146358381e+01	nan	nan
-7.187155316007e+01	nan	nan
-7.187164133751e+01	nan	nan
-7.187172914913e+01	nan	nan
-7.187181746957e+01	nan	nan
-7.187190490198e+01	nan	nan
-7.187199437601e+01	nan	nan
-7.187208518703e+01	nan	nan
-7.187217524783e+01	nan	nan
-7.187226041765e+01	nan	nan
-7.187235125670e+01	nan	nan
-7.187243921350e+01	nan	nan
-7.187252863865e+01	nan	nan
-7.187261642088e+01	nan	nan
-7.187270466954e+01	nan	nan
-7.187279307752e+01	nan	nan
-7.187288148693e+01	nan	nan
-7.187296987542e+01	nan	nan
-7.187305827971e+01	nan	nan
-7.187315096594e+01	nan	nan
-7.187324042337e+01	nan	nan
-7.187332958674e+01	nan	nan
-7.187341784900e+01	nan	nan
-7.187350629960e+01	nan	nan
-7.187359420688e+01	-3.242796629089e+00	-2.418733966651e+00
-7.187368221009e+01	-3.108035922669e+00	-2.318218783225e+00
-7.187377014196e+01	-2.996408574230e+00	-2.234958286142e+00
-7.187385828551e+01	-4.236436768115e+00	-3.159869298213e+00
-7.187394826282e+01	-3.951307653285e+00	-2.947197473921e+00
-7.187403980191e+01	-4.309779135972e+00	-3.214573831559e+00
-7.187412746913e+01	-4.277176625911e+00	-3.190256303357e+00
-7.187421506646e+01	-4.279530593722e+00	-3.192012078558e+00
-7.187430261839e+01	-4.450924388395e+00	-3.319851113892e+00
-7.187439020652e+01	-4.710780048173e+00	-3.513671998339e+00
-7.187448384890e+01	-4.441948117058e+00	-3.313155901438e+00
-7.187457127607e+01	-4.630433858319e+00	-3.453743461116e+00
-7.187465890546e+01	-4.140296912260e+00	-3.088160596897e+00
-7.187474588316e+01	-3.872084014709e+00	-2.888106224143e+00
-7.187483428110e+01	-3.966396655174e+00	-2.958452043838e+00
-7.187492696497e+01	-3.862624403918e+00	-2.881050498932e+00
-7.187501419978e+01	-3.677327469984e+00	-2.742841403733e+00
-7.187510415631e+01	-3.558378612514e+00	-2.654119946680e+00
-7.187519485152e+01	-3.427148127334e+00	-2.556237881207e+00
-7.187528171027e+01	-3.362686744871e+00	-2.508157488529e+00
-7.187537314195e+01	-3.105480170779e+00	-2.316312501513e+00
-7.187545734778e+01	-2.589602085621e+00	-1.931529861730e+00
-7.187554991756e+01	-2.166614494554e+00	-1.616032292499e+00
-7.187563727634e+01	-2.049112529212e+00	-1.528390041927e+00
-7.187572460594e+01	-1.821841227626e+00	-1.358873146584e+00
-7.187581594913e+01	-1.612290459704e+00	-1.202573625497e+00
-7.187590547150e+01	-1.350350817115e+00	-1.007198341997e+00
-7.187599299826e+01	-9.675250998821e-01	-7.216566717999e-01
-7.187608051350e+01	-7.564542183549e-01	-5.642233298686e-01
-7.187616917403e+01	-6.213287124531e-01	-4.634360501626e-01
-7.187626163304e+01	nan	nan
-7.187634919445e+01	nan	nan
-7.187643682694e+01	nan	nan
-7.187652445364e+01	nan	nan
-7.187661220290e+01	nan	nan
-7.187670423546e+01	nan	nan
-7.187679408984e+01	nan	nan
-7.187688200610e+01	nan	nan
-7.187697006672e+01	nan	nan
-7.187705800449e+01	nan	nan
-7.187714608875e+01	nan	nan
-7.187723419814e+01	nan	nan
-7.187732233100e+01	nan	nan
-7.187741267021e+01	nan	nan
-7.187750488655e+01	nan	nan
-7.187759361700e+01	nan	nan
-7.187768201725e+01	nan	nan
-7.187777041457e+01	nan	nan
-7.187785676971e+01	nan	nan
